Simulation started: 14:50:07.959749300
Task number: 1000
Queue number: 20
Time limit: 200
Tasks:
Task{ID=242, arrivalTime=10, serviceTime=8}
TASK END: Task{ID=664, arrivalTime=34, serviceTime=4} at queue: 0 at time: 14:51:32.199848
TASK END: Task{ID=225, arrivalTime=33, serviceTime=8} at queue: 5 at time: 14:51:32.199848
TASK START: Task{ID=571, arrivalTime=35, serviceTime=4} at queue: 0 at time: 14:51:32.199848
TASK START: Task{ID=868, arrivalTime=35, serviceTime=8} at queue: 5 at time: 14:51:32.199848
TASK END: Task{ID=970, arrivalTime=34, serviceTime=3} at queue: 3 at time: 14:51:32.215792600
TASK START: Task{ID=639, arrivalTime=35, serviceTime=7} at queue: 3 at time: 14:51:32.215792600
TASK END: Task{ID=762, arrivalTime=33, serviceTime=8} at queue: 8 at time: 14:51:33.124627900
TASK START: Task{ID=21, arrivalTime=36, serviceTime=7} at queue: 8 at time: 14:51:33.124627900
TASK END: Task{ID=122, arrivalTime=34, serviceTime=7} at queue: 9 at time: 14:51:33.172140
TASK START: Task{ID=23, arrivalTime=36, serviceTime=4} at queue: 9 at time: 14:51:33.172140
Time = 84
TASK END: Task{ID=864, arrivalTime=34, serviceTime=4} at queue: 12 at time: 14:51:33.188048
TASK START: Task{ID=963, arrivalTime=35, serviceTime=4} at queue: 12 at time: 14:51:33.188048
TASK END: Task{ID=156, arrivalTime=35, serviceTime=4} at queue: 7 at time: 14:51:33.219941300
TASK START: Task{ID=9, arrivalTime=36, serviceTime=6} at queue: 7 at time: 14:51:33.219941300
TASK END: Task{ID=412, arrivalTime=34, serviceTime=7} at queue: 18 at time: 14:51:34.168315600
TASK END: Task{ID=276, arrivalTime=34, serviceTime=7} at queue: 14 at time: 14:51:34.168315600
TASK START: Task{ID=534, arrivalTime=36, serviceTime=6} at queue: 18 at time: 14:51:34.168315600
TASK START: Task{ID=148, arrivalTime=36, serviceTime=7} at queue: 14 at time: 14:51:34.168315600
TASK END: Task{ID=329, arrivalTime=34, serviceTime=7} at queue: 15 at time: 14:51:34.168315600
TASK START: Task{ID=495, arrivalTime=36, serviceTime=5} at queue: 15 at time: 14:51:34.168315600
Time = 85
TASK END: Task{ID=581, arrivalTime=34, serviceTime=7} at queue: 10 at time: 14:51:34.199173500
TASK START: Task{ID=611, arrivalTime=36, serviceTime=7} at queue: 10 at time: 14:51:34.199173500
TASK END: Task{ID=775, arrivalTime=34, serviceTime=7} at queue: 2 at time: 14:51:35.142835600
TASK START: Task{ID=663, arrivalTime=36, serviceTime=8} at queue: 2 at time: 14:51:35.142835600
TASK END: Task{ID=345, arrivalTime=35, serviceTime=3} at queue: 11 at time: 14:51:35.158391100
TASK START: Task{ID=619, arrivalTime=36, serviceTime=7} at queue: 11 at time: 14:51:35.158391100
TASK END: Task{ID=299, arrivalTime=35, serviceTime=5} at queue: 19 at time: 14:51:35.190281200
TASK START: Task{ID=623, arrivalTime=36, serviceTime=8} at queue: 19 at time: 14:51:35.190281200
Time = 86
TASK END: Task{ID=379, arrivalTime=35, serviceTime=4} at queue: 16 at time: 14:51:36.167198900
TASK START: Task{ID=787, arrivalTime=36, serviceTime=7} at queue: 16 at time: 14:51:36.167198900
TASK END: Task{ID=869, arrivalTime=34, serviceTime=7} at queue: 1 at time: 14:51:36.198334
TASK START: Task{ID=915, arrivalTime=36, serviceTime=8} at queue: 1 at time: 14:51:36.198334
Time = 87
TASK END: Task{ID=89, arrivalTime=35, serviceTime=7} at queue: 6 at time: 14:51:36.213587600
TASK START: Task{ID=46, arrivalTime=37, serviceTime=8} at queue: 6 at time: 14:51:36.213587600
TASK END: Task{ID=571, arrivalTime=35, serviceTime=4} at queue: 0 at time: 14:51:36.229534200
TASK START: Task{ID=795, arrivalTime=36, serviceTime=3} at queue: 0 at time: 14:51:36.229534200
TASK END: Task{ID=459, arrivalTime=35, serviceTime=5} at queue: 17 at time: 14:51:37.155948500
TASK START: Task{ID=239, arrivalTime=37, serviceTime=3} at queue: 17 at time: 14:51:37.155948500
TASK END: Task{ID=315, arrivalTime=35, serviceTime=6} at queue: 4 at time: 14:51:37.155948500
TASK START: Task{ID=368, arrivalTime=37, serviceTime=5} at queue: 4 at time: 14:51:37.155948500
TASK END: Task{ID=23, arrivalTime=36, serviceTime=4} at queue: 9 at time: 14:51:37.203231200
TASK START: Task{ID=461, arrivalTime=37, serviceTime=4} at queue: 9 at time: 14:51:37.203231200
Time = 88
TASK END: Task{ID=963, arrivalTime=35, serviceTime=4} at queue: 12 at time: 14:51:37.219178200
TASK START: Task{ID=194, arrivalTime=37, serviceTime=8} at queue: 12 at time: 14:51:37.219178200
Time = 89
TASK END: Task{ID=495, arrivalTime=36, serviceTime=5} at queue: 15 at time: 14:51:39.205083800
TASK START: Task{ID=481, arrivalTime=37, serviceTime=4} at queue: 15 at time: 14:51:39.205083800
Time = 90
TASK END: Task{ID=795, arrivalTime=36, serviceTime=3} at queue: 0 at time: 14:51:39.253045100
TASK START: Task{ID=542, arrivalTime=37, serviceTime=6} at queue: 0 at time: 14:51:39.253045100
TASK END: Task{ID=9, arrivalTime=36, serviceTime=6} at queue: 7 at time: 14:51:39.268501400
TASK START: Task{ID=616, arrivalTime=37, serviceTime=7} at queue: 7 at time: 14:51:39.268501400
TASK END: Task{ID=639, arrivalTime=35, serviceTime=7} at queue: 3 at time: 14:51:39.268501400
TASK START: Task{ID=547, arrivalTime=37, serviceTime=6} at queue: 3 at time: 14:51:39.268501400
TASK END: Task{ID=21, arrivalTime=36, serviceTime=7} at queue: 8 at time: 14:51:40.184241500
TASK END: Task{ID=239, arrivalTime=37, serviceTime=3} at queue: 17 at time: 14:51:40.184241500
TASK START: Task{ID=718, arrivalTime=37, serviceTime=4} at queue: 17 at time: 14:51:40.184241500
TASK START: Task{ID=74, arrivalTime=38, serviceTime=8} at queue: 8 at time: 14:51:40.184241500
TASK END: Task{ID=534, arrivalTime=36, serviceTime=6} at queue: 18 at time: 14:51:40.216136
TASK START: Task{ID=890, arrivalTime=37, serviceTime=5} at queue: 18 at time: 14:51:40.216136
TASK END: Task{ID=362, arrivalTime=35, serviceTime=8} at queue: 13 at time: 14:51:40.216136
TASK START: Task{ID=618, arrivalTime=37, serviceTime=3} at queue: 13 at time: 14:51:40.216136
Time = 91
TASK END: Task{ID=868, arrivalTime=35, serviceTime=8} at queue: 5 at time: 14:51:40.262983500
TASK START: Task{ID=932, arrivalTime=37, serviceTime=6} at queue: 5 at time: 14:51:40.262983500
TASK END: Task{ID=148, arrivalTime=36, serviceTime=7} at queue: 14 at time: 14:51:41.226010
TASK START: Task{ID=216, arrivalTime=38, serviceTime=4} at queue: 14 at time: 14:51:41.226010
TASK END: Task{ID=461, arrivalTime=37, serviceTime=4} at queue: 9 at time: 14:51:41.241963
TASK START: Task{ID=290, arrivalTime=38, serviceTime=5} at queue: 9 at time: 14:51:41.241963
Time = 92
TASK END: Task{ID=611, arrivalTime=36, serviceTime=7} at queue: 10 at time: 14:51:41.257869100
TASK START: Task{ID=470, arrivalTime=38, serviceTime=7} at queue: 10 at time: 14:51:41.257869100
TASK END: Task{ID=368, arrivalTime=37, serviceTime=5} at queue: 4 at time: 14:51:42.204569200
TASK START: Task{ID=519, arrivalTime=38, serviceTime=3} at queue: 4 at time: 14:51:42.204569200
TASK END: Task{ID=619, arrivalTime=36, serviceTime=7} at queue: 11 at time: 14:51:42.220516600
TASK START: Task{ID=507, arrivalTime=38, serviceTime=3} at queue: 11 at time: 14:51:42.220516600
Time = 93
TASK END: Task{ID=663, arrivalTime=36, serviceTime=8} at queue: 2 at time: 14:51:43.209721800
TASK START: Task{ID=865, arrivalTime=38, serviceTime=6} at queue: 2 at time: 14:51:43.209721800
TASK END: Task{ID=787, arrivalTime=36, serviceTime=7} at queue: 16 at time: 14:51:43.225667200
TASK START: Task{ID=585, arrivalTime=38, serviceTime=4} at queue: 16 at time: 14:51:43.225667200
TASK END: Task{ID=481, arrivalTime=37, serviceTime=4} at queue: 15 at time: 14:51:43.241615700
TASK START: Task{ID=561, arrivalTime=38, serviceTime=5} at queue: 15 at time: 14:51:43.241615700
TASK END: Task{ID=618, arrivalTime=37, serviceTime=3} at queue: 13 at time: 14:51:43.241615700
TASK START: Task{ID=539, arrivalTime=38, serviceTime=5} at queue: 13 at time: 14:51:43.241615700
TASK END: Task{ID=623, arrivalTime=36, serviceTime=8} at queue: 19 at time: 14:51:43.257528100
TASK START: Task{ID=823, arrivalTime=38, serviceTime=8} at queue: 19 at time: 14:51:43.257528100
Time = 94
TASK END: Task{ID=718, arrivalTime=37, serviceTime=4} at queue: 17 at time: 14:51:44.203965
TASK START: Task{ID=887, arrivalTime=38, serviceTime=4} at queue: 17 at time: 14:51:44.203965
TASK END: Task{ID=915, arrivalTime=36, serviceTime=8} at queue: 1 at time: 14:51:44.266834900
TASK START: Task{ID=986, arrivalTime=38, serviceTime=6} at queue: 1 at time: 14:51:44.266834900
Time = 95
TASK END: Task{ID=46, arrivalTime=37, serviceTime=8} at queue: 6 at time: 14:51:44.282260500
TASK START: Task{ID=993, arrivalTime=38, serviceTime=6} at queue: 6 at time: 14:51:44.282260500
TASK END: Task{ID=519, arrivalTime=38, serviceTime=3} at queue: 4 at time: 14:51:45.226281300
TASK START: Task{ID=494, arrivalTime=39, serviceTime=5} at queue: 4 at time: 14:51:45.226281300
TASK END: Task{ID=507, arrivalTime=38, serviceTime=3} at queue: 11 at time: 14:51:45.242187900
TASK START: Task{ID=103, arrivalTime=39, serviceTime=5} at queue: 11 at time: 14:51:45.242187900
TASK END: Task{ID=890, arrivalTime=37, serviceTime=5} at queue: 18 at time: 14:51:45.242187900
TASK START: Task{ID=334, arrivalTime=39, serviceTime=7} at queue: 18 at time: 14:51:45.242187900
TASK END: Task{ID=216, arrivalTime=38, serviceTime=4} at queue: 14 at time: 14:51:45.258135200
TASK START: Task{ID=255, arrivalTime=39, serviceTime=6} at queue: 14 at time: 14:51:45.258135200
TASK END: Task{ID=194, arrivalTime=37, serviceTime=8} at queue: 12 at time: 14:51:45.289711600
Time = 96
TASK START: Task{ID=192, arrivalTime=39, serviceTime=7} at queue: 12 at time: 14:51:45.289711600
TASK END: Task{ID=542, arrivalTime=37, serviceTime=6} at queue: 0 at time: 14:51:45.305655200
TASK START: Task{ID=437, arrivalTime=39, serviceTime=5} at queue: 0 at time: 14:51:45.305655200
TASK END: Task{ID=547, arrivalTime=37, serviceTime=6} at queue: 3 at time: 14:51:45.321563
TASK START: Task{ID=451, arrivalTime=39, serviceTime=5} at queue: 3 at time: 14:51:45.321563
TASK END: Task{ID=290, arrivalTime=38, serviceTime=5} at queue: 9 at time: 14:51:46.282044900
TASK START: Task{ID=702, arrivalTime=39, serviceTime=3} at queue: 9 at time: 14:51:46.282044900
Time = 97
TASK END: Task{ID=932, arrivalTime=37, serviceTime=6} at queue: 5 at time: 14:51:46.313972600
TASK START: Task{ID=530, arrivalTime=39, serviceTime=7} at queue: 5 at time: 14:51:46.313972600
TASK END: Task{ID=616, arrivalTime=37, serviceTime=7} at queue: 7 at time: 14:51:46.329888
TASK START: Task{ID=658, arrivalTime=39, serviceTime=8} at queue: 7 at time: 14:51:46.329888
TASK END: Task{ID=585, arrivalTime=38, serviceTime=4} at queue: 16 at time: 14:51:47.260132800
TASK START: Task{ID=738, arrivalTime=39, serviceTime=5} at queue: 16 at time: 14:51:47.260132800
Time = 98
TASK END: Task{ID=887, arrivalTime=38, serviceTime=4} at queue: 17 at time: 14:51:48.236538900
TASK START: Task{ID=20, arrivalTime=40, serviceTime=4} at queue: 17 at time: 14:51:48.236538900
TASK END: Task{ID=74, arrivalTime=38, serviceTime=8} at queue: 8 at time: 14:51:48.251741500
TASK START: Task{ID=114, arrivalTime=40, serviceTime=5} at queue: 8 at time: 14:51:48.251741500
TASK END: Task{ID=561, arrivalTime=38, serviceTime=5} at queue: 15 at time: 14:51:48.282609200
TASK START: Task{ID=842, arrivalTime=39, serviceTime=7} at queue: 15 at time: 14:51:48.282609200
TASK END: Task{ID=539, arrivalTime=38, serviceTime=5} at queue: 13 at time: 14:51:48.282609200
TASK START: Task{ID=819, arrivalTime=39, serviceTime=6} at queue: 13 at time: 14:51:48.282609200
Time = 99
TASK END: Task{ID=470, arrivalTime=38, serviceTime=7} at queue: 10 at time: 14:51:48.314017800
TASK START: Task{ID=257, arrivalTime=40, serviceTime=6} at queue: 10 at time: 14:51:48.314017800
TASK END: Task{ID=865, arrivalTime=38, serviceTime=6} at queue: 2 at time: 14:51:49.256661900
TASK START: Task{ID=293, arrivalTime=40, serviceTime=8} at queue: 2 at time: 14:51:49.256661900
TASK END: Task{ID=702, arrivalTime=39, serviceTime=3} at queue: 9 at time: 14:51:49.305076500
TASK START: Task{ID=475, arrivalTime=40, serviceTime=4} at queue: 9 at time: 14:51:49.305076500
Time = 100
TASK END: Task{ID=494, arrivalTime=39, serviceTime=5} at queue: 4 at time: 14:51:50.266141200
TASK START: Task{ID=907, arrivalTime=40, serviceTime=4} at queue: 4 at time: 14:51:50.266141200
TASK END: Task{ID=103, arrivalTime=39, serviceTime=5} at queue: 11 at time: 14:51:50.281171200
TASK START: Task{ID=567, arrivalTime=40, serviceTime=4} at queue: 11 at time: 14:51:50.281171200
TASK END: Task{ID=986, arrivalTime=38, serviceTime=6} at queue: 1 at time: 14:51:50.312657100
TASK START: Task{ID=745, arrivalTime=40, serviceTime=5} at queue: 1 at time: 14:51:50.312657100
Time = 101
TASK END: Task{ID=993, arrivalTime=38, serviceTime=6} at queue: 6 at time: 14:51:50.328563600
TASK START: Task{ID=60, arrivalTime=41, serviceTime=5} at queue: 6 at time: 14:51:50.328563600
TASK END: Task{ID=437, arrivalTime=39, serviceTime=5} at queue: 0 at time: 14:51:50.343552
TASK START: Task{ID=647, arrivalTime=40, serviceTime=3} at queue: 0 at time: 14:51:50.343552
TASK END: Task{ID=451, arrivalTime=39, serviceTime=5} at queue: 3 at time: 14:51:50.359497600
TASK START: Task{ID=754, arrivalTime=40, serviceTime=3} at queue: 3 at time: 14:51:50.359497600
TASK END: Task{ID=255, arrivalTime=39, serviceTime=6} at queue: 14 at time: 14:51:51.306775
TASK START: Task{ID=150, arrivalTime=41, serviceTime=3} at queue: 14 at time: 14:51:51.306775
TASK END: Task{ID=823, arrivalTime=38, serviceTime=8} at queue: 19 at time: 14:51:51.322722
TASK START: Task{ID=165, arrivalTime=41, serviceTime=6} at queue: 19 at time: 14:51:51.322722
Time = 102
TASK END: Task{ID=20, arrivalTime=40, serviceTime=4} at queue: 17 at time: 14:51:52.269973900
TASK START: Task{ID=544, arrivalTime=41, serviceTime=5} at queue: 17 at time: 14:51:52.269973900
TASK END: Task{ID=738, arrivalTime=39, serviceTime=5} at queue: 16 at time: 14:51:52.301377500
TASK START: Task{ID=369, arrivalTime=41, serviceTime=4} at queue: 16 at time: 14:51:52.301377500
TASK END: Task{ID=334, arrivalTime=39, serviceTime=7} at queue: 18 at time: 14:51:52.301377500
TASK START: Task{ID=599, arrivalTime=41, serviceTime=8} at queue: 18 at time: 14:51:52.301377500
TASK END: Task{ID=192, arrivalTime=39, serviceTime=7} at queue: 12 at time: 14:51:52.333270800
TASK START: Task{ID=310, arrivalTime=41, serviceTime=4} at queue: 12 at time: 14:51:52.333270800
Time = 103
TASK END: Task{ID=114, arrivalTime=40, serviceTime=5} at queue: 8 at time: 14:51:53.292794500
TASK START: Task{ID=964, arrivalTime=41, serviceTime=6} at queue: 8 at time: 14:51:53.292794500
TASK END: Task{ID=475, arrivalTime=40, serviceTime=4} at queue: 9 at time: 14:51:53.340183200
TASK START: Task{ID=7, arrivalTime=42, serviceTime=8} at queue: 9 at time: 14:51:53.340183200
Time = 104
TASK END: Task{ID=530, arrivalTime=39, serviceTime=7} at queue: 5 at time: 14:51:53.371112700
TASK END: Task{ID=647, arrivalTime=40, serviceTime=3} at queue: 0 at time: 14:51:53.371112700
TASK START: Task{ID=886, arrivalTime=41, serviceTime=5} at queue: 5 at time: 14:51:53.371112700
TASK START: Task{ID=642, arrivalTime=41, serviceTime=7} at queue: 0 at time: 14:51:53.371112700
TASK END: Task{ID=754, arrivalTime=40, serviceTime=3} at queue: 3 at time: 14:51:53.386097200
TASK START: Task{ID=753, arrivalTime=41, serviceTime=5} at queue: 3 at time: 14:51:53.386097200
TASK END: Task{ID=907, arrivalTime=40, serviceTime=4} at queue: 4 at time: 14:51:54.299315600
TASK START: Task{ID=222, arrivalTime=42, serviceTime=4} at queue: 4 at time: 14:51:54.299315600
TASK END: Task{ID=567, arrivalTime=40, serviceTime=4} at queue: 11 at time: 14:51:54.314773400
TASK START: Task{ID=26, arrivalTime=42, serviceTime=5} at queue: 11 at time: 14:51:54.314773400
TASK END: Task{ID=150, arrivalTime=41, serviceTime=3} at queue: 14 at time: 14:51:54.330720200
TASK END: Task{ID=819, arrivalTime=39, serviceTime=6} at queue: 13 at time: 14:51:54.330720200
TASK START: Task{ID=217, arrivalTime=42, serviceTime=8} at queue: 14 at time: 14:51:54.330720200
TASK START: Task{ID=65, arrivalTime=42, serviceTime=5} at queue: 13 at time: 14:51:54.330720200
TASK END: Task{ID=257, arrivalTime=40, serviceTime=6} at queue: 10 at time: 14:51:54.346666700
TASK START: Task{ID=365, arrivalTime=42, serviceTime=7} at queue: 10 at time: 14:51:54.346666700
Time = 105
TASK END: Task{ID=658, arrivalTime=39, serviceTime=8} at queue: 7 at time: 14:51:54.394572700
TASK START: Task{ID=292, arrivalTime=42, serviceTime=6} at queue: 7 at time: 14:51:54.394572700
TASK END: Task{ID=842, arrivalTime=39, serviceTime=7} at queue: 15 at time: 14:51:55.342414900
TASK START: Task{ID=390, arrivalTime=42, serviceTime=8} at queue: 15 at time: 14:51:55.342414900
TASK END: Task{ID=745, arrivalTime=40, serviceTime=5} at queue: 1 at time: 14:51:55.358372500
TASK START: Task{ID=417, arrivalTime=42, serviceTime=6} at queue: 1 at time: 14:51:55.358372500
TASK END: Task{ID=60, arrivalTime=41, serviceTime=5} at queue: 6 at time: 14:51:55.374342400
TASK START: Task{ID=418, arrivalTime=42, serviceTime=4} at queue: 6 at time: 14:51:55.374342400
Time = 106
TASK END: Task{ID=369, arrivalTime=41, serviceTime=4} at queue: 16 at time: 14:51:56.339467500
TASK START: Task{ID=711, arrivalTime=42, serviceTime=7} at queue: 16 at time: 14:51:56.339467500
TASK END: Task{ID=310, arrivalTime=41, serviceTime=4} at queue: 12 at time: 14:51:56.371366500
TASK START: Task{ID=434, arrivalTime=42, serviceTime=4} at queue: 12 at time: 14:51:56.371366500
Time = 107
TASK END: Task{ID=544, arrivalTime=41, serviceTime=5} at queue: 17 at time: 14:51:57.315161200
TASK START: Task{ID=801, arrivalTime=42, serviceTime=6} at queue: 17 at time: 14:51:57.315161200
TASK END: Task{ID=293, arrivalTime=40, serviceTime=8} at queue: 2 at time: 14:51:57.331100900
TASK START: Task{ID=914, arrivalTime=42, serviceTime=3} at queue: 2 at time: 14:51:57.331100900
TASK END: Task{ID=165, arrivalTime=41, serviceTime=6} at queue: 19 at time: 14:51:57.377945
TASK START: Task{ID=892, arrivalTime=42, serviceTime=7} at queue: 19 at time: 14:51:57.377945
Time = 108
TASK END: Task{ID=222, arrivalTime=42, serviceTime=4} at queue: 4 at time: 14:51:58.338482
TASK START: Task{ID=72, arrivalTime=43, serviceTime=8} at queue: 4 at time: 14:51:58.338482
Time = 109
TASK END: Task{ID=886, arrivalTime=41, serviceTime=5} at queue: 5 at time: 14:51:58.417873200
TASK START: Task{ID=113, arrivalTime=43, serviceTime=4} at queue: 5 at time: 14:51:58.417873200
TASK END: Task{ID=753, arrivalTime=41, serviceTime=5} at queue: 3 at time: 14:51:58.433787700
TASK START: Task{ID=968, arrivalTime=42, serviceTime=6} at queue: 3 at time: 14:51:58.433787700
TASK END: Task{ID=964, arrivalTime=41, serviceTime=6} at queue: 8 at time: 14:51:59.345981200
TASK START: Task{ID=360, arrivalTime=43, serviceTime=5} at queue: 8 at time: 14:51:59.345981200
TASK END: Task{ID=26, arrivalTime=42, serviceTime=5} at queue: 11 at time: 14:51:59.361934700
TASK START: Task{ID=139, arrivalTime=43, serviceTime=8} at queue: 11 at time: 14:51:59.361934700
TASK END: Task{ID=65, arrivalTime=42, serviceTime=5} at queue: 13 at time: 14:51:59.377842900
TASK START: Task{ID=199, arrivalTime=43, serviceTime=4} at queue: 13 at time: 14:51:59.377842900
TASK END: Task{ID=418, arrivalTime=42, serviceTime=4} at queue: 6 at time: 14:51:59.407838700
Time = 110
TASK START: Task{ID=268, arrivalTime=43, serviceTime=3} at queue: 6 at time: 14:51:59.407838700
TASK END: Task{ID=914, arrivalTime=42, serviceTime=3} at queue: 2 at time: 14:52:00.356111700
TASK START: Task{ID=525, arrivalTime=43, serviceTime=4} at queue: 2 at time: 14:52:00.356111700
TASK END: Task{ID=599, arrivalTime=41, serviceTime=8} at queue: 18 at time: 14:52:00.372020600
TASK START: Task{ID=450, arrivalTime=43, serviceTime=8} at queue: 18 at time: 14:52:00.372020600
TASK END: Task{ID=434, arrivalTime=42, serviceTime=4} at queue: 12 at time: 14:52:00.403918700
TASK START: Task{ID=449, arrivalTime=43, serviceTime=4} at queue: 12 at time: 14:52:00.403918700
Time = 111
TASK END: Task{ID=642, arrivalTime=41, serviceTime=7} at queue: 0 at time: 14:52:00.435476700
TASK START: Task{ID=493, arrivalTime=43, serviceTime=4} at queue: 0 at time: 14:52:00.435476700
TASK END: Task{ID=292, arrivalTime=42, serviceTime=6} at queue: 7 at time: 14:52:00.451368700
TASK START: Task{ID=656, arrivalTime=43, serviceTime=6} at queue: 7 at time: 14:52:00.451368700
TASK END: Task{ID=365, arrivalTime=42, serviceTime=7} at queue: 10 at time: 14:52:01.416476700
TASK START: Task{ID=974, arrivalTime=43, serviceTime=6} at queue: 10 at time: 14:52:01.416476700
TASK END: Task{ID=417, arrivalTime=42, serviceTime=6} at queue: 1 at time: 14:52:01.416476700
TASK END: Task{ID=7, arrivalTime=42, serviceTime=8} at queue: 9 at time: 14:52:01.416476700
TASK START: Task{ID=921, arrivalTime=43, serviceTime=4} at queue: 9 at time: 14:52:01.416476700
TASK START: Task{ID=769, arrivalTime=43, serviceTime=8} at queue: 1 at time: 14:52:01.416476700
Time = 112
TASK END: Task{ID=217, arrivalTime=42, serviceTime=8} at queue: 14 at time: 14:52:02.393258400
TASK START: Task{ID=13, arrivalTime=44, serviceTime=5} at queue: 14 at time: 14:52:02.393258400
Time = 113
TASK END: Task{ID=268, arrivalTime=43, serviceTime=3} at queue: 6 at time: 14:52:02.440688400
TASK START: Task{ID=142, arrivalTime=44, serviceTime=3} at queue: 6 at time: 14:52:02.440688400
TASK END: Task{ID=113, arrivalTime=43, serviceTime=4} at queue: 5 at time: 14:52:02.455638300
TASK START: Task{ID=140, arrivalTime=44, serviceTime=6} at queue: 5 at time: 14:52:02.455638300
TASK END: Task{ID=801, arrivalTime=42, serviceTime=6} at queue: 17 at time: 14:52:03.364487
TASK START: Task{ID=374, arrivalTime=44, serviceTime=4} at queue: 17 at time: 14:52:03.364487
TASK END: Task{ID=711, arrivalTime=42, serviceTime=7} at queue: 16 at time: 14:52:03.396344100
TASK START: Task{ID=251, arrivalTime=44, serviceTime=6} at queue: 16 at time: 14:52:03.396344100
TASK END: Task{ID=390, arrivalTime=42, serviceTime=8} at queue: 15 at time: 14:52:03.412313100
TASK START: Task{ID=237, arrivalTime=44, serviceTime=3} at queue: 15 at time: 14:52:03.412313100
TASK END: Task{ID=199, arrivalTime=43, serviceTime=4} at queue: 13 at time: 14:52:03.412313100
TASK START: Task{ID=176, arrivalTime=44, serviceTime=7} at queue: 13 at time: 14:52:03.412313100
Time = 114
TASK END: Task{ID=525, arrivalTime=43, serviceTime=4} at queue: 2 at time: 14:52:04.382313500
TASK START: Task{ID=580, arrivalTime=44, serviceTime=8} at queue: 2 at time: 14:52:04.382313500
TASK END: Task{ID=360, arrivalTime=43, serviceTime=5} at queue: 8 at time: 14:52:04.382313500
TASK START: Task{ID=895, arrivalTime=44, serviceTime=7} at queue: 8 at time: 14:52:04.382313500
TASK END: Task{ID=892, arrivalTime=42, serviceTime=7} at queue: 19 at time: 14:52:04.429679400
TASK END: Task{ID=449, arrivalTime=43, serviceTime=4} at queue: 12 at time: 14:52:04.429679400
TASK START: Task{ID=469, arrivalTime=44, serviceTime=8} at queue: 19 at time: 14:52:04.429679400
TASK START: Task{ID=399, arrivalTime=44, serviceTime=7} at queue: 12 at time: 14:52:04.429679400
Time = 115
TASK END: Task{ID=493, arrivalTime=43, serviceTime=4} at queue: 0 at time: 14:52:04.461605600
TASK START: Task{ID=546, arrivalTime=44, serviceTime=6} at queue: 0 at time: 14:52:04.461605600
TASK END: Task{ID=968, arrivalTime=42, serviceTime=6} at queue: 3 at time: 14:52:04.477555200
TASK START: Task{ID=728, arrivalTime=44, serviceTime=5} at queue: 3 at time: 14:52:04.477555200
TASK END: Task{ID=921, arrivalTime=43, serviceTime=4} at queue: 9 at time: 14:52:05.436742600
TASK START: Task{ID=82, arrivalTime=45, serviceTime=3} at queue: 9 at time: 14:52:05.436742600
Time = 116
TASK END: Task{ID=142, arrivalTime=44, serviceTime=3} at queue: 6 at time: 14:52:05.452689300
TASK START: Task{ID=38, arrivalTime=45, serviceTime=3} at queue: 6 at time: 14:52:05.452689300
TASK END: Task{ID=72, arrivalTime=43, serviceTime=8} at queue: 4 at time: 14:52:06.403181900
TASK START: Task{ID=261, arrivalTime=45, serviceTime=6} at queue: 4 at time: 14:52:06.403181900
TASK END: Task{ID=237, arrivalTime=44, serviceTime=3} at queue: 15 at time: 14:52:06.434588400
TASK START: Task{ID=155, arrivalTime=45, serviceTime=3} at queue: 15 at time: 14:52:06.434588400
Time = 117
TASK END: Task{ID=656, arrivalTime=43, serviceTime=6} at queue: 7 at time: 14:52:06.498410400
TASK START: Task{ID=295, arrivalTime=45, serviceTime=3} at queue: 7 at time: 14:52:06.498410400
TASK END: Task{ID=374, arrivalTime=44, serviceTime=4} at queue: 17 at time: 14:52:07.392687
TASK START: Task{ID=685, arrivalTime=45, serviceTime=3} at queue: 17 at time: 14:52:07.392687
TASK END: Task{ID=139, arrivalTime=43, serviceTime=8} at queue: 11 at time: 14:52:07.423650700
TASK START: Task{ID=305, arrivalTime=45, serviceTime=3} at queue: 11 at time: 14:52:07.423650700
TASK END: Task{ID=13, arrivalTime=44, serviceTime=5} at queue: 14 at time: 14:52:07.423650700
TASK START: Task{ID=410, arrivalTime=45, serviceTime=7} at queue: 14 at time: 14:52:07.423650700
TASK END: Task{ID=974, arrivalTime=43, serviceTime=6} at queue: 10 at time: 14:52:07.455021700
TASK START: Task{ID=822, arrivalTime=45, serviceTime=7} at queue: 10 at time: 14:52:07.455021700
Time = 118
TASK END: Task{ID=450, arrivalTime=43, serviceTime=8} at queue: 18 at time: 14:52:08.428170
TASK START: Task{ID=967, arrivalTime=45, serviceTime=3} at queue: 18 at time: 14:52:08.428170
TASK END: Task{ID=82, arrivalTime=45, serviceTime=3} at queue: 9 at time: 14:52:08.459574400
TASK START: Task{ID=361, arrivalTime=46, serviceTime=5} at queue: 9 at time: 14:52:08.459574400
Time = 119
TASK END: Task{ID=38, arrivalTime=45, serviceTime=3} at queue: 6 at time: 14:52:08.475482600
TASK START: Task{ID=357, arrivalTime=46, serviceTime=3} at queue: 6 at time: 14:52:08.475482600
TASK END: Task{ID=140, arrivalTime=44, serviceTime=6} at queue: 5 at time: 14:52:08.491472300
TASK START: Task{ID=254, arrivalTime=46, serviceTime=8} at queue: 5 at time: 14:52:08.491472300
TASK END: Task{ID=251, arrivalTime=44, serviceTime=6} at queue: 16 at time: 14:52:09.433910800
